KEY	VALUE	COMMENTS
__id	jp	en		
__name	日本語	English	
button.play	プレイ
chapter.gain-bank.decide.epilogue	今後、あなたの新しい銀行で便宜を図る見返りに「預金（という名の現金）」を要求できるようになります。また、独自の信用（クレジット）を発行できるようになったため、賭場にくる客たちがより早く借金漬けになるでしょう。

	;; 支配の失敗（悲劇的結末）
chapter.gain-bank.decide.fail-death.epilogue	銀行への支配を揺るがそうとするあなたの試みを、連中は快く思いませんでした。実際、{name} が最終交渉だと思って向かった先で待っていたのは、銃弾の雨でした。{name} はその場を生き延びることはできませんでした。

chapter.turn-guards.title	注意を逸らす工作
chapter.turn-guards.ic-start	「あの二人の警備員とは顔馴染みになった。兄弟らしいぜ。少し『色を付けて』やれば、俺たちが金庫室を拝んでる間、別の場所で暇を潰しててくれるはずだ」
chapter.turn-guards.oc-start	{name} は、都合の良い時間に銀行の警備員を現場から遠ざけるための「誘惑」を画策しています。
chapter.turn-guards.oc-end.success	{name} は警備員を説得し、強盗計画への協力を取り付けました。
chapter.turn-guards.oc-end.fail	警備員は職務に忠実だったようです。{name} を泳がせていただけでした。
chapter.turn-guards.ic-end.success	「ボス、連中も乗ってきたぜ。だが、連中の『節穴な目』に見合うだけの報酬が必要だ」

	;; 買収の対価（選択肢）
chapter.turn-guards.cash	現金を掴ませてやれ。一晩中、いやその後しばらくの間、好きなだけ酒が飲めるだけの額をな。
chapter.turn-guards.fake-wine	「適切な不在」の見返りに、本格ワイン（模造）を大量に届けてやれ。
chapter.turn-guards.sparkling-cider	見返りに、スパークリング・サイダーを山ほど用意してやれ。
chapter.turn-guards.fake-beer	見返りに、裏部屋の本格ビールをたっぷり飲ませてやれ。
chapter.turn-guards.bathtub-gin	見返りに、バスタブ・ジンをケースごと届けてやれ。
chapter.turn-guards.fruit-brandy	見返りに、ラキヤを大量に振る舞ってやれ。
chapter.turn-guards.corn-whiskey	見返りに、コーン・ウイスキーを好きなだけ飲ませてやれ。

chapter.midnight-visit.title	深夜の銀行業務
chapter.midnight-visit.ic-start	「セキュリティをかいくぐる完璧な計画がある。誰にも気づかれずに金庫室へ潜り込むのは時間の問題だ。あとは合図を待つだけだぜ」
chapter.midnight-visit.oc-start	{name} は、獲物を手中に収めるための突入合図を待っています。
chapter.midnight-visit.oc-end.success	すべては計画通りに運びました。
chapter.midnight-visit.ic-end.success	「やったぜ、ボス！ 計画がピタリとハマる瞬間は最高だ。それが俺たちの懐を肥やす計画なら、なおさらな」

	;; 結末とエピローグ
chapter.midnight-visit.decide.scheme-end	ジャックポット（大当たり）だ。
chapter.midnight-visit.decide.epilogue	札束の詰まったバッグを抱え、何食わぬ顔でゆっくりと車を走らせろ。
chapter.midnight-visit.decide.fail	罠だ！
chapter.midnight-visit.decide.fail-traits.epilogue	{name} は直感的に何かがおかしいと察知し、計画を即座に中止しました。それは正解でした。銀行の周囲をうかがうと、銃を構えた警官たちが潜んでいるのが見えたのです。
chapter.midnight-visit.decide.fail-death.epilogue	セキュリティを破り、ただ金庫室へ歩いて入るだけのはずでした。あまりに簡単すぎたのです。警官たちが待ち構えていました。{name} は無抵抗で捕まるタマではありませんでしたが、今回は挑む相手を間違えました。
chapter.midnight-visit.decide.fail-arrest.epilogue	{name} は罠に飛び込んでしまいました。警官隊に包囲され、今は黙秘を貫いて罪を被るのが最善だと判断しました。望んでいた結末ではありません。

chapter.bank-robbery.title	銀行強盗
chapter.bank-robbery.ic-start	「銀行から手っ取り早く現金を頂くには、威嚇射撃と脅し文句が一番だ。まずは下見をしてくるぜ。派手に撃ちまくるタイミングをな！」
chapter.bank-robbery.oc-start	{name} は、古き良き『強盗』の準備のために銀行を下見しています。
chapter.bank-robbery.ic-end.success	「この『押し込み』は楽勝だぜ。どうやって乗り込む、ボス？」
chapter.bank-robbery.oc-end.success	獲物に弾を込めろ。

	;; 武器の選択
chapter.bank-robbery.decide.guns-blazing-colt	コルト・リボルバーを使用して押し入れ。
chapter.bank-robbery.decide.guns-blazing-winchester	ウィンチェスターを使え。俺たちが本気であることを分からせてやる。
chapter.bank-robbery.decide.guns-blazing-thompson	サブマシンガンを見せつければ、銀行にいる全員が震え上がるはずだ。
chapter.bank-robbery.decide.guns-blazing-pistol	ピストルを隠し持ち、静かに、隠密に潜入しろ。
chapter.bank-robbery.decide.weapons-buy	武器の選定は下見の結果を見てから決める。
chapter.bank-robbery.decide.safe-cracker	金庫破りの専門家も必要だ。ガレージの設備を使って、金庫を吹き飛ばす準備をさせろ。

	;; 失敗
chapter.bank-take-over-fail	銀行の警備員が給料分の働きをしました。不審な動きに気づき、サツを呼びやがったのです。

chapter.guns-blazing.title	引き金にかけた指
chapter.guns-blazing.ic-start	「強盗の計画は固まった。あとは獲物（銃）を担ぐ連中を集めるだけだ。いくつかアテがあるから、少し時間をくれ」
chapter.guns-blazing.oc-start	{name} は、来たるべき銀行強盗のために人員をかき集めています。
chapter.guns-blazing.oc-end.success	{name} は、招集した実行部隊を雇い入れる準備を整えました。
chapter.guns-blazing.ic-end.success	「今回のヤマに必要な面子を揃えたぜ、ボス。まずは手付金を弾んでやってくれ。銀行から『融資』を受ければ、すぐにお釣りがくる話だ」

	;; 募集の成否
chapter.guns-blazing.decide.crew-gather-leader	{name} は生まれながらのリーダーで人望も厚いため、安上がりな報酬で連中を丸め込むことができます。
chapter.guns-blazing.decide.crew-gather-bad-leader	{name} は少し気難しいため、実行部隊を繋ぎ止めるには追加の現金（インセンティブ）が必要です。
chapter.guns-blazing.decide.crew-gather	現金を投入して、強盗のための人員を集めます。
chapter.guns-blazing.trait-fail	{name} の性格に難がありすぎました。誰も仲間に加わろうとせず、計画は中止せ

chapter.crew-gather.title	作戦会議
chapter.crew-gather.ic-start	「なあボス、ちょっとした『集まり』を開くつもりだ。銀行への『訪問』に付き合ってくれる連中との親睦会（ピクニック）さ。車を回して準備を整えてくるぜ」
chapter.crew-gather.oc-start	{name} は、強盗計画を最終確認するための最後の集まりを準備しています。
chapter.crew-gather.oc-end.success	いよいよ『ピクニック』の時間です。
chapter.crew-gather.oc-end.fail	誰かが予定していた密会場所をサツに漏らしやがった。
chapter.crew-gather.ic-end.success	「なあボス、荒くれ者や用心棒どもが集まるこの場を円滑に進めるために、少し色を付けてくれないか？」

	;; 士気を高めるための差し入れ
chapter.crew-gather.decide.crew-meeting-brick-wine	レンガ・ワインを差し入れ、全員の士気を高めます。
chapter.crew-gather.decide.crew-meeting-cider	サイダーを差し入れ、全員の士気を高めます。
chapter.crew-gather.decide.crew-meeting-home-brew	自家製ビールを差し入れ、全員の士気を高めます。
chapter.crew-gather.decide.crew-meeting-moonshine	ムーンシャインを差し入れ、全員の士気を高めます。
chapter.crew-gather.decide.crew-meeting-apple-jack	アップルジャックを差し入れ、全員の士気を高めます。
chapter.crew-gather.decide.crew-meeting-fruit-wine	フルーツワインを差し入れ、全員の士気を高めます。
chapter.crew-gather.decide.crew-meeting	来たるべきヤマに向けて、全員に最終的な報酬を支払い、やる気を引き出します。
chapter.crew-crew-gather.fail-death.epilogue	{name} は仲間の到着を待っていました。荷物が届いた音だと思いましたが、そこにいたのはサブマシンガンを構えた影でした。……結末は想像の通りです。

chapter.crew-meeting.title	決行か中止か？
chapter.crew-meeting.ic-start	「ピクニックは終わりだ。面子は揃った。計画も完璧だ。最後にもう一度銀行を下見してくる。ボスのゴーサイン待ちだぜ」
chapter.crew-meeting.oc-start	{name} は、ボスの命令が下り次第、いつでも撃ち込める準備ができています。
chapter.crew-meeting.oc-end.success	{name} は、例の『現金引き出し』に一切の支障なしと報告しました。
chapter.crew-meeting.ic-end.success	「行けるか、ボス？ 全員準備はできてる。あんたの最後の一言があれば、計画通りに突っ込むぜ」
chapter.crew-meeting.decide.roll-out	行け。
chapter.crew-meeting.fail	あいにく、サツはお前が最終的な承認を下すのを待ってから、一斉検挙に動きやがった。

chapter.roll-out.title	「落ち着け、誰も傷つけやしない」
chapter.roll-out.oc-start	銀行強盗が実行されています。
chapter.roll-out.ic-start	「銀行強盗ってのは、いつやっても最高だぜ」
chapter.roll-out.oc-end.success	強盗そのものは成功しました。あとは、その苦労とリスクに見合うだけの「収穫」があったかどうかです。
chapter.roll-out.ic-end.success	「終わったぜ、ボス」

	;; 収穫の評価
chapter.roll-out.decide.scheme-end-hi	ジャックポット（大当たり）だ。金庫は満杯、俺たちのボロ儲けだ。
chapter.roll-out.decide.scheme-end-med	上出来だ。タイミング次第じゃもっと行けたが、悪くない稼ぎだぜ。
chapter.roll-out.decide.scheme-end-low	収穫は……正直、大したことはなかった。標的の銀行を間違えたか、奴らに読まれてたかだな。
chapter.roll-out.decide.scheme-end-jewels-hi	ジャックポットだ！ 金庫の金だけじゃなく、貸金庫をブチ破って大量の宝石も見つけ出したぜ。
chapter.roll-out.decide.scheme-end-jewels-med	悪くない。金庫を空けた後、上等な貴金属もいくつか拝借してきた。
chapter.roll-out.decide.epilogue	{name} はやり遂げました。我々は銀行を襲撃し、勝利したのです。
chapter.roll-out.fail-death	事態は……最悪な方へ転がった。銃撃戦になっちまった。黒いスーツを用意して、葬儀の準備に取り掛かるんだな。

chapter.safe-cracker.title	金庫破り
chapter.safe-cracker.ic-start	「銀行の行員が金庫を開けてくれるのを待つんじゃなく、自分たちでドカンと景気よくブチ破るための仕掛けを造ろうぜ」
chapter.safe-cracker.oc-start	{name} は、強盗中に金庫を跡形もなく吹き飛ばすための爆破装置を組み立てています。
chapter.safe-cracker.oc-end.success	「銀行でデカい花火を打ち上げる準備は万端だ、ボス。あとはもう少し追加の資材があればいい」
chapter.safe-cracker.oc-end.fail	火遊びが過ぎたようです。安全ではありませんでした。

	;; 意思決定と失敗
chapter.safe-cracker.decide.crew-gather	{name} は、例の「ドカンとやるブツ」を手に入れるための現金を必要としています。
chapter.safe-cracker.fail-death	文字通り「ドカン」といきました。金庫をどう爆破するか考えている最中に、自分自身を吹き飛ばしてしまったのです。

chapter.get-plans.title	緻密な計画
chapter.get-plans.ic-start	「なあボス、アラームを鳴らさないための最善策を知ってるか？ スイッチを切っちまうのさ。警備システムの設計図なら、どうにか手に入れられるはずだ」
chapter.get-plans.oc-start	{name} は、ターゲットの銀行が採用している警備システムの設計図を入手しようとしています。
chapter.get-plans.oc-end.success	{name} は警備会社のスタッフに食い込みました。設計図が手に入るのも時間の問題です。
chapter.get-plans.ic-end.success	「設計図は手に入るぜ、ボス。ただ、いくらか現金が必要だ。こういう場所じゃ金が物を言うからな」

	;; 分岐：入手方法
chapter.get-plans.decide.charmed-plans	{name} は人たらしの才能があり、丁寧に頼んで通常の「手数料」を払うだけで目的を果たせそうです。
chapter.get-plans.decide.bribed-plans	警備システムの設計図を盗み出すには、多額の賄賂が必要になります。
chapter.get-plans.decide.fail	{name} が設計図について嗅ぎ回り始めた途端、文字通り「警告（アラーム）」が鳴り響きました。

chapter.plans-timing.title	バイパス工作
chapter.plans-timing.ic-start	「設計図は手に入れた。あとはこいつをどう料理するかだ。じっくり読み込んで、最善の策を練るとしよう」
chapter.plans-timing.oc-start	設計図は手に入りました。さて、これをどう活用しますか？
chapter.plans-timing.oc-end.success	{name} は、設計図を利用して銀行の現金や貴重品にアクセスするためのアイデアをいくつか提案してきました。
chapter.plans-timing.oc-end.fail	設計図を調査していたことが、良からぬ連中の耳に入ってしまったようです。

	;; 実行ルートの選択
chapter.plans-timing.ic-end.success	「選択肢は二つだ、ボス。一つは、アラームを無効化するバイパス装置を造って夜中に忍び込む。もう一つは、地元のオペレーターを抱き込んで、堂々と昼間に乗り込むかだ」
chapter.plans-timing.decide.midnight-visit	バイパス装置を製作し、深夜に潜入する。
chapter.plans-timing.decide.crew-meeting	然るべき連中に賄賂をバラ撒き、正面玄関から乗り込む。

scheme.warehouse-pressure.title	産業への浸透
scheme.warehouse-pressure.desc	{name} は地元のトラック運転手組合の支部に潜入しています。
scheme.stalled-production.generic	製造を支援するためのリソースを確保しましょう：\n<indent=30><i>{module}</i></indent>

convo.scheme.warehouse-pressure	この街の倉庫には、使える資材が山ほど眠っている。ブツを運んでいるトラック運転手共こそが、その山にたどり着くための鍵だ。連中の地元組合を密かに支配下に置けるか試してこい。交渉用の現金と、説得が通じない時のためのバットを持たせてやる。

chapter.find-warehouses.title	倉庫の物色
chapter.find-warehouses.ic-start	「この辺の作業員の中には、俺たちが欲しいものを『拝借』してる間、金次第で見て見ぬふりをしてくれる奴もいるはずだぜ」
chapter.find-warehouses.oc-start	{name} は、事業に必要な資材を調達するために潜入できそうな倉庫を探しています。
chapter.find-warehouses.oc-end.success	道徳観のゆるい作業員がいそうな、付け入る隙のある倉庫がいくつか見つかったようです。
chapter.find-warehouses.oc-end.fail	ボス、資材探しに邪魔が入りやがった。
chapter.find-warehouses.ic-end.success	「この倉庫の運転手や積み下ろし作業員と話をつけてきた。手数料を払えば、必要な資材を俺たちの拠点に届くよう手配してくれるそうだ」

	;; 意思決定とハプニング
chapter.find-warehouses.decide.warehouse-intercept	資材の配送準備が整ったら知らせろ。
chapter.find-warehouses.fail-driver	資材を探している最中、{name} はスーツケースを見つけました。
chapter.general.fail-xp-driving.epilogue	<i>中身は追跡不能な小額紙幣の束で一杯でした。本能のままにそれを掴み、全速力で車を飛ばして逃走しました。残念ながら、しばらくはこの倉庫に近づくことはできないでしょう。</i>
chapter.find-warehouses.fail-combat	闇夜に一発の銃声が響きました。
chapter.find-warehouses.fail-death.epilogue	<i>深夜の倉庫で貴重な資材を物色中、{name} は警備員と鉢合わせました。静かに逃げる代わりにねじ伏せようとしましたが……失敗に終わりました。</i>

chapter.warehouse-intercept.title	積み荷の横取り
chapter.warehouse-intercept.ic-start	「運転手のトラックに同乗して、何が手に入るか確かめてくる。きっちり『対価』に見合うだけのブツを確保してみせるぜ」
chapter.warehouse-intercept.oc-start	{name} は、資材が確実に届けられるようトラックに同乗しています。
chapter.warehouse-intercept.oc-end.success	運転手は、価値ある原材料の積み荷を確保することに成功しました。
chapter.warehouse-intercept.ic-end.success	「朗報だ！ 資材が届くぜ！ 同じ条件でまた取引できるよう手配しておくか？」

	;; 継続か終了か
chapter.warehouse-intercept.decide.warehouse-wait	この蛇口は開けっぱなしにしておこう。現金を渡す、もう一度やれ。
chapter.warehouse-intercept.decide.end-scheme	いや、十分だ。欲しいものは手に入った。
chapter.warehouse-intercept.decide.end-scheme-no-space	拠点の倉庫がパンパンだ。これ以上運んできても意味がない。
chapter.warehouse-intercept.end-scheme.epilogue	一家は近隣の倉庫から、事業に必要なあらゆる資材を首尾よく「解放」しました。莫大な利益が待っています。

	;; 失敗と代償
chapter.warehouse-intercept.decide.fail-end.epilogue	<i>商品は処分しろ。運転手には口を割らせるな。何食わぬ顔で立ち去るんだ。</i>
chapter.warehouse-intercept.decide.fail-death	供給ルートの破滅
chapter.warehouse-intercept.decide.fail-death.epilogue	<i>サツから逃走中、{name} はトラックの制御を失い、激突事故で命を落としました。</i>

scheme.speakeasy-pressure.title	郊外への遠征
scheme.speakeasy-pressure.desc	{name} は、郊外にある酒の供給源を探すため、街の外へ向かっています。
convo.scheme.speakeasy-pressure	郊外の小規模な密造業者が、自分たちが確保したブツを街で捌いてくれるパートナーを探しているという噂だ。取引の余地があるか探ってこい。

chapter.find-connections.title	裏取引の画策
chapter.find-connections.ic-start	「ボス、郊外に知り合いがいるんだ。まあ、友人ってほどじゃないがな。あいつら向こうでちっぽけなシノギをやってるんだが、自分らの手には負えないデカいヤマの情報を掴んだらしい。探りを入れてくるか？」
chapter.find-connections.oc-start	{name} は郊外で、現地の小規模業者と接触を試みています。
chapter.find-connections.oc-end.success	{name} は、郊外の『友人らしき連中』と実に興味深い会談を行いました。
chapter.find-connections.oc-end.fail	郊外の『別の一家』の正体は、連邦局の捜査網でした。「友人らしき連中」なんて信じるもんじゃないな！
chapter.find-connections.ic-end.success	「手応えありだぜ、ボス。ただ、もう少し『餌』が必要だ。意味は分かるだろ？」
chapter.find-connections.decide.secret-delivery	この札束を「餌」として持っていけ。
chapter.find-connections.fail.arrest	{name} は郊外で連邦局の作戦に巻き込まれました。まあ、街中で捕まるよりはマシか。

chapter.secret-delivery.title	新しいパートナー
chapter.secret-delivery.ic-start	「例の連中、なかなかいいコネを持ってやがる。デカい積み荷を回す準備もできてるそうだ。あとはロジ（物流）の詰めと、諸々の調整だけだな」
chapter.secret-delivery.oc-start	{name} は、郊外の小規模組織との新たな提携に向けて詳細を詰めています。
chapter.secret-delivery.oc-end.success	物流の手はずは整いました。あとはどうやってブツを市内に運び込むかです。
chapter.secret-delivery.oc-end.fail	市内への帰還中、{name} は検問に捕まり、不運にもサンプルや「動かぬ証拠」を押さえられてしまいました。
chapter.secret-delivery.ic-end.success	「積み荷を受け取るには、連中が市内で活動するための安全で秘密の拠点を用意するだけでいい。うってつけの場所を知ってるぜ」

	;; 意思決定と失敗
chapter.secret-delivery.decide.suburban-supplies	よし、その拠点を造るとしよう。
chapter.secret-delivery.fail.arrest	問題ない。{name} はブツの出所については口を割らないはずだ。だが、郊外の連中はすっかり怯えちまってる。

chapter.suburban-supplies.title	特別配送
chapter.suburban-supplies.ic-start	「戻るぜ。今回の『獲物』を積んで市内に向かう。待ってな、ボス」
chapter.suburban-supplies.oc-start	{name} は再び郊外へ向かい、大規模な積み荷の手配をしています。
chapter.suburban-supplies.ic-end.success	「デカい積み荷を一度に運び込むだけの輸送手段を確保した。何を運ぶ、ボス？」

	;; 獲物の選択（禁酒法以前の逸品）
chapter.suburban-supplies.decide.late-night-delivery.bottles	瓶詰めの酒を、運べるだけ持ってこい。
chapter.suburban-supplies.decide.late-night-delivery.barrels	樽ごと運び込め。瓶詰めは市内でやる。
chapter.suburban-supplies.decide.late-night-delivery.champagne	シャンパンだと言ったか？ 禁酒法前の「本物」か。なら、そいつを積んでこい。
chapter.suburban-supplies.decide.late-night-delivery.cordials	リキュール（コーディア）だと？ 禁酒法前の極上物か。そいつを頼む。
chapter.suburban-supplies.decide.late-night-delivery.aged-whiskey	熟成ウイスキーか！ 禁酒法前のヴィンテージ品なら、喉から手が出るほど欲しい奴らがいる。
chapter.suburban-supplies.decide.late-night-delivery.dark-rum	ダークラムだと？ 禁酒法前の香りが残ってるなら、迷わず持ってこい。
chapter.suburban-supplies.decide.late-night-delivery.gin	本物のジンか！ バスタブ・ジンとは格が違う。そいつを運べ。

	;; 失敗シナリオ
chapter.suburban-supplies.fail.runaway-crew	{name} が車両を持ち逃げし、何かを企んでいるようです。何をしようとしているのか、まだ判然としません。
chapter.suburban-supplies.fail.dumb-crew	{name} が特別「頭の切れる」タマじゃないことは知っていましたが……奴の基準からしても、救いようのないほど愚かな真似をしでかしたという知らせが入っています。
chapter.suburban-supplies.fail.no-traits.epilogue	<i>{name} は厄介な連邦捜査官を避けようとしただけでした。どうやって計画が漏れたのかは不明ですが、安全のために郊外の連中との取引は白紙に戻すのが賢明でしょう。</i>

chapter.late-night-delivery.title	深夜の特別配送
chapter.late-night-delivery.ic-start	「準備万端だ、ボス。すぐに会おう。今回のブツを見れば、あんたもきっと満足するぜ」
chapter.late-night-delivery.oc-start	{name} は大きな獲物を積み、街へと戻っています。
chapter.late-night-delivery.oc-end.success	{name} は、郊外の「友人らしき連中」との取引で見事に大ヤマを当てました。
chapter.late-night-delivery.ic-end.success	「荷下ろし完了だ、ボス。思った以上の量だったぜ！ こいつはいい値で売れるはずだ！」

	;; 配送中のトラブル
chapter.late-night-delivery.fail-traits.epilogue	<i>悪い知らせです。市街へ入る途中で地元の警官に足が付きました。{name} の機転の利いた話術で逮捕は免れましたが、積み荷をすべて廃棄せざるを得ませんでした。郊外の連中は激怒しています。</i>

	;; 構成員の失踪・不始末（サブアーバンの闇）
chapter.runaway-crew.title	<b>郊外での失踪</b>
chapter.runaway-crew.decide.van-theft.epilogue	郊外の連中との取引は口先ばかりのデタラメでしたが、奴らが持っていた配送用バン2台を「拝借」してきました。
chapter.runaway-crew.decide.car-theft.epilogue	取引は物別れに終わりましたが、あっちのボスはピカピカのスポーツカーを持っていました。時間を無駄にされた口止め料として、鍵を置いていかせましたよ。
chapter.runaway-crew.decide.dead.epilogue	<i>駐車場での穏やかな会話が、どうして撃ち合いに発展したのかは分かりません。我々が見つけたのは、車のトランクの中で弾丸を浴びて横たわる {name} の死体でした。</i>

chapter.dumb-crew.title	<b>愚か者（ディム・バルブ）</b>
chapter.dumb-crew.ic-start	「誓って俺のせいじゃないんです、ボス！ 時々、理由もなく逮捕されちゃうんですよ！」
chapter.dumb-crew.decide.bribe.epilogue	賄賂を支払い、不注意な {name} を郊外の厄介事から解放して市内に連れ戻します。
chapter.dumb-crew.decide.arrest	少しは教訓になるだろう。
chapter.dumb-crew.decide.arrest.epilogue	しばらく塀の中で過ごさせます。次からはもう少し慎重になることを学ぶかもしれません。

;; 連邦局への密告
scheme.tip-off.title	ガサ入れの通報
scheme.tip-off.desc	{name} は刑務所の中で連邦捜査官と顔馴染みになり、彼らを利用できると考えています。
convo.scheme.tip-off	「ムショにいた頃、連邦局の奴らが情報の提供を求めて執拗に追い回してきただろ？ 誰を知ってるとか、あいつはどこにいるとか、あの場所で何が起きてるとかさ。お前が一切口を割らなかったのは分かってる。だが、今は出所して、片付けるべきライバルがいる。いい考えがあるんだ」
scheme.rival-tip-off.generic	{rival} に連邦局の鉄槌を下してやりましょう。

	;; 刑務所からのコネ
chapter.connection-from-prison.title	密告（チップオフ）
chapter.connection-from-prison.ic-start	「連邦局の連中と話をつけてこようと思う。奴らが何を追ってるか探り、俺たちに有利に動くよう仕向けてやるさ」
chapter.connection-from-prison.oc-start	{name} は現金をバラ撒き、ライバル組織の活動について何が漏れているか調査しています。
chapter.connection-from-prison.oc-end.success	{name} は、ライバルが大規模な運営を行っている拠点の情報を掴みました。
chapter.connection-from-prison.ic-end.success	「ヤマを特定したぜ、ボス。地元のサツを仲介役にして、捜査官と面会の段取りを組んでみる。ただ、円滑に進めるための『潤滑油（袖の下）』が要るんだ。意味は分かるだろ？」

	;; 構成員の特性によるアプローチ
chapter.connection-from-prison.nerves	{name} は常に少し神経質で、ムショでの生活も追い打ちをかけました。護衛と現金を付けてやり、警官に連邦局との面会をセットさせます。
chapter.connection-from-prison.chatty	{name} は鸚鵡の羽をむしり取るほど口が達者です。現金を渡し、地元の警官に美味い飯を何度か奢らせれば、連邦局へのパイプができるでしょう。
chapter.connection-from-prison.bad-guy	{name} は服役中の評判が最悪でした。地元警察にこれが正当な協力だと信じ込ませるには、かなりの「緑の紙切れ（札束）」が必要になります。
chapter.connection-from-prison.regular	地元警察組合の次の祝賀会に「ブツ」を差し入れます。面会の機会を得るための寄付という名目です。
chapter.connection-from-prison.decide.fail	{name} は誰も説得できませんでした。更生の余地なしと見なされ、豚箱へ逆戻りです。

chapter.secret-meeting.title	密会
chapter.secret-meeting.ic-start	「面会の準備は整ったぜ、ボス。連邦局は実績作りのためにこの話に乗ってくるはずだ。俺たちはライバルを一人減らせるってわけだ」
chapter.secret-meeting.oc-start	{name} は、連邦捜査官との秘密の会談に向かっています。
chapter.secret-meeting.oc-end.success	会談は計画通りに進みました。連邦局は餌に食いつき、出動の準備をしています。
chapter.secret-meeting.oc-end.fail	ライバルがあなたの裏取引を察知したようです。会談を阻止するために「永久的な処置」を講じやがった。
chapter.secret-meeting.ic-end.success	「連中、すっかり信じ込んだぜ、ボス。『新しい情報源に基づき』市内の犯罪組織を制圧する、と言い出しやがった」
chapter.secret-meeting.decide.fail-death.epilogue	<i>{name} は連邦局との会談場所にたどり着くことはありませんでした。</i>

chapter.secret-spoils.title	当然の報い
chapter.secret-spoils.ic-start	「連邦局の連中、例の『友人』の隠れ家で面白いものを山ほど見つけたらしい。俺のコネを動かして、その一部を密かに俺たちの玄関先まで届けさせようじゃないか」
chapter.secret-spoils.oc-start	{name} は地元警察との関係を活かし、今回の捜査で得られた犯罪収益の「ピンハネ」を画策しています。
chapter.secret-spoils.oc-end.success	大金星を挙げたことで、連邦局も太っ腹になったようです。{name} は回収できる品々のリストを持って戻ってきました。
chapter.secret-spoils.oc-end.fail	運を使い果たしたようです。{name} は豚箱の中で、引き際の肝心を学ぶことになるでしょう。
chapter.secret-spoils.ic-end.success	「親切な捜査官が、略奪品の一部を分けてくれるそうだ。全部というわけにはいかないが、好きなものを選べと言ってる。どうする、ボス？」

	;; 報酬の選択
chapter.secret-spoils.decide.reward-money	逮捕につながる情報提供には「報奨金」が出るはずだよな？
chapter.secret-spoils.decide.reward-money.epilogue	報奨金の一部を受け取ります。
chapter.secret-spoils.decide.bottles	あの大量の在庫を処分しちまうのはもったいない。輸送トラックが「迷子」になって、うちの倉庫に辿り着いても不思議じゃないだろ？
chapter.secret-spoils.decide.epilogue	ガサ入れの際に連邦局が押収した物品の一部を、手中に収めました。

scheme.cop-blackmail.title	汚職警官
scheme.cop-blackmail.desc	{name} は、地元の分署にいる警官を脅せば、一家の目的に協力させられると考えています。
convo.scheme.cop-blackmail	「お前は交渉のプロだし、相手の弱点を突いて有利に進めるコツも分かってるはずだ。俺たちが知ってるある警官には、弱点が山ほどある。そいつを洗ってきてくれないか？」

chapter.digging-for-dirt.title	身辺調査
chapter.digging-for-dirt.ic-start	「あの警官、妙な場所に何度も立ち寄ってるし、およそ警官らしくない行動をしてやがる。数週間泳がせて、裏で何を引いてるのか突き止めてやるよ」
chapter.digging-for-dirt.oc-start	{name} はカメラを手に、対象の警官が「白」か「黒」か尾行して調査しています。
chapter.digging-for-dirt.oc-end.success	調査の結果、あの男が「善き警官」とは程遠いことを示す証拠が次々と見つかりました。
chapter.digging-for-dirt.oc-end.fail	警官の尻尾を掴むことはできませんでしたが、この一ヶ月が無駄だったわけではありません。
chapter.digging-for-dirt.ic-end.success	「ボス、朗報だ。あいつは真っ黒だぜ。奴を完全に袋小路に追い詰めるために、裏で何を企んでるか徹底的に洗うつもりだ」

	;; 継続か、別の成果か
chapter.digging-for-dirt.decide.keep-following	いいだろう。現金を渡す。カメラを買って、決定的な瞬間を押さえろ。
chapter.digging-for-dirt.decide.fail-early	この街に『まともな警官』がいたとはな。珍しいこともあるもんだ。まあ、完全に時間の無駄じゃなかったことを祈るよ。
chapter.digging-for-dirt.decide.get-xp	長距離の尾行のおかげで、運転技術が向上しました。
chapter.digging-for-dirt.decide.reveal-booze	調査の過程で、新しい酒の商機を見つけました。
chapter.digging-for-dirt.decide.arrest	警察内部の監察に巻き込まれてしまったようです。

chapter.keep-following.title	追跡中
chapter.keep-following.ic-start	「あのサツがどれだけ汚れてるか、白日の下に晒してやろうじゃないか」
chapter.keep-following.oc-start	{name} はカメラを使い、悪徳警官が具体的に何に手を染めているか暴こうとしています。
chapter.keep-following.oc-end.success	{name} は、警官が街のあちこちで「現金の詰まった封筒」を受け取っている写真を大量に撮影しました。
chapter.keep-following.oc-end.fail	あいにく、路上で警官に気づかれ、正面から詰め寄られてしまいました。
chapter.keep-following.ic-end.success	「押さえたぜ、ボス。あのサツ、地元民を脅して金を巻き上げてやがった。……そいつは俺たちの仕事だろ。そろそろ、奴に『ご対面』の時間をくれてやる時期だな」

	;; 分岐：追い込み
chapter.keep-following.decide.plant-evidence-weapon	もっと震え上がらせてやる。パトカーに『獲物（犯罪に使われた武器）』を仕込め。逃げ場を失くしてやるのさ。
chapter.keep-following.decide.confront-cop	直接乗り込め。証拠を突きつけて、今後は俺たちのために働いてもらうと伝えてこい。
chapter.keep-following.fail	監視していたつもりが、逆に監視されていました。奴らは不機嫌そうです。{name} はしばらく塀の中で、隠密行動のイロハを学ぶことになるでしょう。

chapter.plant-evidence.title	証拠の捏造
chapter.plant-evidence.ic-start	「名案だぜボス。写真に加えて、犯罪に使われた武器まで握らせれば、奴は俺たちの飼い犬も同然だ」
